threads,core,cycles,mperf,aperf,core_voltage,execution_time
2,8,985981.0,679220.0,814813.0,98,10.031429780
2,9,911300.0,606660.0,731150.0,97,10.031429780
2,10,1058378.0,720900.0,886505.0,94,10.031429780
2,11,1033326.0,755440.0,854043.0,113,10.031429780
2,12,911645.0,674360.0,739217.0,114,10.031429780
2,13,801891.0,578240.0,630389.0,113,10.031429780
2,14,1010781.0,743100.0,839361.0,113,10.031429780
2,15,957896.0,702880.0,787499.0,113,10.031429780
2,16,109868031.0,84511840.0,110453712.0,98,10.031429780
2,17,33519174.0,25536580.0,32703953.0,98,10.031429780
2,18,28805324.0,22840540.0,28293366.0,97,10.031429780
2,19,57639906.0,43181280.0,54606112.0,112,10.031429780
2,20,88096169.0,66648920.0,87456251.0,114,10.031429780
2,21,77771538.0,58985440.0,77335621.0,112,10.031429780
2,22,44492387.0,35417820.0,43976114.0,113,10.031429780
2,23,72101179.0,54087060.0,71578390.0,112,10.031429780
2,24,20526807.0,15629340.0,20109268.0,95,10.031429780
2,25,7675564.0,5915940.0,7293137.0,92,10.031429780
2,26,7639088.0,6001180.0,7236120.0,92,10.031429780
2,27,12032337.0,9480100.0,11569671.0,112,10.031429780
2,28,7091705.0,5712140.0,6888103.0,113,10.031429780
2,29,7581828.0,5930720.0,7229155.0,111,10.031429780
2,30,9473962.0,7445880.0,9150893.0,111,10.031429780
2,31,17245099.0,12658040.0,16853228.0,112,10.031429780
2,0,29837925700.0,19967600860.0,29837740413.0,96,10.033091982
2,1,29853667781.0,19962542840.0,29853505864.0,93,10.033091982
2,2,404598884.0,277287660.0,386308320.0,94,10.033091982
2,3,6246545.0,4947140.0,5823003.0,111,10.033091982
2,4,8919975.0,7162660.0,8408274.0,112,10.033091982
2,5,58837154.0,42793460.0,58414438.0,110,10.033091982
2,6,11845841.0,9559120.0,11446915.0,112,10.033091982
2,7,10828289.0,7958860.0,9771911.0,110,10.033091982
2,8,907552.0,615840.0,744162.0,98,10.033091982
